,nivel_senioridade,horas_trab_dias,nivel_fadiga_mental,taxa_burnout,dias_empresa,ambi_dome_favoravel_No,ambi_dome_favoravel_Yes,genero_Female,genero_Male,tipo_empresa_Product,tipo_empresa_Service
440,4.0,8.0,7.8,0.74,5591,1,0,1,0,0,1
442,1.0,3.0,3.4,0.29,5373,0,1,0,1,0,1
443,3.0,6.0,7.4,0.52,5404,1,0,0,1,1,0
444,3.0,6.0,6.6,0.46,5434,1,0,1,0,1,0
445,1.0,3.0,4.7,0.37,5534,1,0,1,0,0,1
446,1.0,4.0,4.7,0.36,5511,0,1,0,1,0,1
447,2.0,5.0,4.9,0.39,5604,1,0,0,1,1,0
448,2.0,6.0,8.7,0.7,5291,1,0,0,1,0,1
449,2.0,4.0,5.6,0.38,5301,1,0,1,0,1,0
450,5.0,9.0,9.4,0.88,5382,0,1,0,1,0,1
451,1.0,2.0,3.6,0.22,5403,0,1,0,1,0,1
452,3.0,6.0,7.2,0.63,5362,1,0,1,0,0,1
453,4.0,8.0,5.9,0.68,5396,1,0,0,1,0,1
454,2.0,5.0,7.2,0.66,5379,1,0,0,1,1,0
455,2.0,5.0,6.5,0.49,5333,0,1,1,0,0,1
456,3.0,7.0,5.9,0.77,5291,1,0,0,1,1,0
457,1.0,2.0,5.2,0.44,5278,1,0,0,1,0,1
458,2.0,4.0,5.9,0.6,5448,1,0,1,0,0,1
459,0.0,1.0,5.9,0.2,5543,0,1,0,1,0,1
460,2.0,4.0,5.5,0.45,5582,0,1,1,0,0,1
461,0.0,1.0,4.1,0.2,5368,0,1,1,0,1,0
462,5.0,10.0,9.2,0.75,5458,1,0,0,1,0,1
463,1.0,1.0,2.6,0.09,5348,0,1,1,0,1,0
464,1.0,2.0,5.5,0.39,5581,1,0,1,0,0,1
465,2.0,4.0,2.5,0.14,5494,0,1,0,1,0,1
466,3.0,7.0,5.8,0.55,5366,0,1,1,0,0,1
467,1.0,1.0,3.2,0.2,5585,0,1,1,0,0,1
468,3.0,7.0,8.3,0.66,5445,1,0,0,1,1,0
469,1.0,3.0,4.6,0.38,5387,1,0,0,1,0,1
470,0.0,4.0,4.1,0.26,5286,1,0,1,0,1,0
471,2.0,4.0,6.8,0.46,5602,1,0,1,0,0,1
472,1.0,3.0,4.9,0.43,5601,0,1,0,1,0,1
473,3.0,6.0,6.4,0.51,5484,1,0,0,1,0,1
474,0.0,1.0,5.9,0.16,5274,1,0,0,1,0,1
475,2.0,4.0,6.9,0.5,5605,1,0,1,0,0,1
476,2.0,5.0,6.0,0.55,5450,1,0,1,0,0,1
477,3.0,5.0,6.5,0.5,5465,0,1,1,0,0,1
478,1.0,2.0,5.7,0.48,5295,0,1,1,0,1,0
480,2.0,5.0,7.6,0.6,5573,1,0,0,1,0,1
481,3.0,5.0,6.0,0.53,5281,1,0,0,1,0,1
482,1.0,3.0,5.6,0.34,5260,0,1,1,0,1,0
483,3.0,5.0,5.7,0.39,5300,0,1,1,0,1,0
484,3.0,4.0,6.3,0.43,5292,1,0,1,0,0,1
485,3.0,7.0,6.7,0.63,5338,0,1,0,1,0,1
486,3.0,6.0,4.7,0.43,5468,0,1,0,1,0,1
487,2.0,4.0,3.9,0.32,5415,0,1,1,0,1,0
488,1.0,4.0,3.8,0.33,5405,0,1,0,1,0,1
489,0.0,1.0,3.9,0.21,5396,0,1,1,0,1,0
490,4.0,8.0,6.7,0.65,5435,1,0,0,1,0,1
491,2.0,2.0,3.5,0.27,5539,0,1,1,0,1,0
492,3.0,8.0,7.9,0.76,5407,1,0,1,0,0,1
493,1.0,1.0,2.0,0.04,5407,0,1,1,0,0,1
494,0.0,1.0,1.7,0.13,5257,1,0,1,0,1,0
495,1.0,4.0,6.7,0.5,5614,0,1,1,0,1,0
496,1.0,3.0,3.2,0.11,5307,0,1,1,0,0,1
497,1.0,2.0,4.9,0.42,5476,0,1,1,0,1,0
498,3.0,6.0,8.8,0.7,5291,1,0,0,1,0,1
499,3.0,5.0,6.2,0.41,5341,0,1,0,1,0,1
500,1.0,3.0,4.2,0.25,5375,1,0,0,1,1,0
501,0.0,2.0,3.3,0.18,5452,0,1,1,0,1,0
502,1.0,2.0,5.2,0.28,5606,1,0,1,0,0,1
503,2.0,3.0,6.4,0.44,5603,0,1,0,1,0,1
504,3.0,6.0,6.6,0.52,5372,1,0,1,0,1,0
505,1.0,2.0,4.8,0.28,5535,0,1,1,0,0,1
506,2.0,5.0,6.2,0.53,5514,1,0,1,0,1,0
507,0.0,2.0,4.7,0.27,5468,0,1,1,0,0,1
508,0.0,1.0,3.1,0.14,5320,1,0,1,0,0,1
509,3.0,6.0,6.0,0.53,5264,1,0,1,0,1,0
510,1.0,2.0,5.9,0.22,5257,0,1,0,1,1,0
511,1.0,2.0,3.3,0.24,5419,0,1,1,0,0,1
512,3.0,6.0,8.1,0.67,5609,1,0,1,0,1,0
513,2.0,4.0,6.2,0.38,5343,0,1,1,0,1,0
514,2.0,6.0,6.9,0.65,5317,0,1,0,1,0,1
515,1.0,3.0,5.5,0.46,5315,1,0,1,0,0,1
516,3.0,5.0,4.2,0.31,5570,1,0,1,0,0,1
517,3.0,7.0,6.1,0.55,5601,1,0,1,0,0,1
518,2.0,4.0,5.9,0.4,5332,0,1,1,0,0,1
519,0.0,1.0,0.0,0.0,5350,1,0,1,0,1,0
520,4.0,7.0,6.2,0.51,5361,1,0,1,0,1,0
521,3.0,5.0,5.9,0.37,5392,0,1,1,0,0,1
522,1.0,3.0,4.7,0.23,5522,0,1,1,0,1,0
523,2.0,4.0,5.1,0.41,5326,0,1,1,0,0,1
524,1.0,2.0,4.7,0.27,5433,1,0,1,0,0,1
525,1.0,3.0,6.1,0.41,5397,0,1,0,1,0,1
526,2.0,4.0,2.7,0.16,5266,1,0,1,0,1,0
527,4.0,7.0,6.9,0.66,5385,1,0,0,1,0,1
528,3.0,6.0,5.9,0.49,5571,0,1,1,0,0,1
529,0.0,2.0,5.9,0.34,5437,0,1,1,0,1,0
530,1.0,3.0,4.4,0.29,5459,1,0,1,0,0,1
531,3.0,5.0,6.5,0.47,5257,0,1,0,1,0,1
532,0.0,1.0,5.9,0.07,5346,0,1,0,1,1,0
533,2.0,4.0,4.6,0.31,5406,0,1,1,0,0,1
534,2.0,5.0,6.8,0.65,5533,1,0,1,0,1,0
535,1.0,4.0,2.1,0.12,5338,0,1,1,0,0,1
537,2.0,5.0,6.5,0.51,5552,0,1,0,1,1,0
538,1.0,2.0,3.6,0.2,5274,0,1,0,1,1,0
539,1.0,2.0,3.9,0.25,5418,0,1,1,0,0,1
540,2.0,6.0,6.4,0.57,5331,1,0,0,1,0,1
541,3.0,5.0,5.2,0.48,5319,0,1,1,0,0,1
542,2.0,5.0,7.6,0.73,5491,1,0,0,1,0,1
543,0.0,1.0,3.8,0.22,5400,0,1,1,0,0,1
544,2.0,5.0,7.7,0.59,5540,1,0,1,0,0,1
545,1.0,3.0,5.5,0.33,5537,0,1,0,1,1,0
547,2.0,5.0,7.4,0.55,5389,1,0,0,1,0,1
548,1.0,4.0,4.8,0.36,5594,1,0,0,1,0,1
549,1.0,3.0,4.2,0.27,5330,0,1,0,1,0,1
550,2.0,4.0,5.9,0.41,5372,0,1,1,0,1,0
551,3.0,6.0,6.0,0.53,5576,1,0,1,0,0,1
552,4.0,8.0,9.0,0.74,5556,1,0,1,0,0,1
553,1.0,4.0,4.2,0.33,5608,0,1,1,0,1,0
554,2.0,6.0,6.7,0.54,5466,1,0,0,1,1,0
555,3.0,4.0,5.9,0.38,5295,0,1,1,0,0,1
556,3.0,6.0,6.1,0.56,5432,0,1,0,1,0,1
557,1.0,3.0,5.2,0.32,5278,1,0,0,1,0,1
559,4.0,7.0,6.7,0.51,5575,1,0,0,1,0,1
560,2.0,4.0,5.6,0.35,5465,0,1,1,0,0,1
561,1.0,2.0,5.3,0.49,5375,1,0,0,1,0,1
562,4.0,6.0,7.7,0.67,5260,0,1,1,0,0,1
563,2.0,4.0,3.5,0.29,5363,1,0,1,0,0,1
564,1.0,2.0,5.9,0.3,5380,0,1,0,1,0,1
565,2.0,4.0,4.7,0.4,5318,1,0,0,1,0,1
566,3.0,6.0,5.0,0.35,5562,0,1,0,1,0,1
568,1.0,2.0,4.7,0.23,5391,0,1,1,0,0,1
570,1.0,4.0,6.4,0.41,5336,0,1,0,1,1,0
571,3.0,6.0,7.3,0.59,5502,0,1,0,1,0,1
572,1.0,4.0,5.1,0.39,5289,0,1,1,0,1,0
573,2.0,5.0,5.9,0.52,5420,1,0,0,1,1,0
574,1.0,4.0,6.0,0.44,5362,0,1,1,0,1,0
575,4.0,7.0,7.6,0.68,5491,1,0,0,1,0,1
577,2.0,4.0,6.0,0.42,5373,1,0,0,1,0,1
578,3.0,5.0,6.3,0.44,5572,0,1,0,1,0,1
579,3.0,5.0,5.9,0.38,5598,1,0,0,1,0,1
580,4.0,6.0,7.2,0.64,5362,1,0,1,0,0,1
581,2.0,3.0,3.4,0.18,5355,1,0,1,0,0,1
582,2.0,4.0,7.3,0.69,5388,1,0,0,1,0,1
583,2.0,4.0,5.9,0.39,5345,1,0,0,1,0,1
584,2.0,4.0,4.0,0.32,5577,0,1,1,0,1,0
585,2.0,6.0,6.1,0.58,5428,1,0,0,1,0,1
586,4.0,7.0,5.6,0.49,5414,0,1,0,1,0,1
587,3.0,5.0,6.1,0.6,5338,1,0,0,1,0,1
588,2.0,6.0,8.1,0.65,5274,1,0,0,1,0,1
589,3.0,4.0,5.2,0.29,5287,0,1,1,0,0,1
590,0.0,1.0,3.1,0.17,5412,0,1,0,1,0,1
591,3.0,6.0,6.1,0.56,5328,1,0,1,0,1,0
592,3.0,6.0,5.6,0.43,5314,0,1,1,0,0,1
593,2.0,4.0,5.9,0.66,5272,1,0,0,1,0,1
594,1.0,2.0,4.5,0.29,5460,0,1,1,0,0,1
595,3.0,6.0,6.6,0.65,5423,0,1,0,1,1,0
596,1.0,4.0,6.2,0.44,5381,0,1,1,0,0,1
597,4.0,7.0,7.0,0.6,5299,1,0,1,0,0,1
598,3.0,5.0,5.4,0.34,5293,0,1,1,0,0,1
599,1.0,2.0,5.9,0.15,5575,0,1,0,1,1,0
600,2.0,4.0,5.5,0.33,5267,0,1,1,0,0,1
601,3.0,6.0,4.6,0.35,5499,0,1,1,0,0,1
602,5.0,9.0,7.8,0.79,5306,1,0,0,1,0,1
603,1.0,4.0,4.8,0.41,5566,0,1,1,0,0,1
604,4.0,8.0,9.6,0.86,5405,1,0,0,1,0,1
605,3.0,7.0,8.0,0.8,5313,0,1,1,0,0,1
606,3.0,5.0,5.1,0.32,5305,0,1,1,0,1,0
607,3.0,6.0,8.7,0.76,5383,1,0,1,0,0,1
608,0.0,1.0,2.6,0.15,5458,0,1,1,0,0,1
609,3.0,5.0,5.7,0.54,5434,1,0,1,0,1,0
610,4.0,8.0,8.8,0.7,5360,1,0,0,1,0,1
611,3.0,7.0,7.7,0.57,5427,1,0,1,0,0,1
612,1.0,3.0,5.5,0.44,5334,1,0,1,0,1,0
613,3.0,6.0,4.9,0.32,5454,1,0,1,0,1,0
614,3.0,5.0,4.7,0.38,5381,1,0,1,0,1,0
615,4.0,7.0,9.2,0.82,5478,1,0,0,1,1,0
616,3.0,7.0,6.2,0.58,5507,1,0,0,1,1,0
617,5.0,10.0,9.5,0.94,5473,1,0,1,0,0,1
618,3.0,6.0,5.3,0.43,5596,1,0,1,0,0,1
619,2.0,4.0,8.3,0.64,5561,1,0,0,1,1,0
620,1.0,4.0,6.8,0.5,5452,0,1,1,0,0,1
621,5.0,4.0,9.4,1.0,5528,0,1,1,0,1,0
622,3.0,5.0,5.9,0.42,5299,1,0,0,1,0,1
623,2.0,3.0,6.1,0.41,5496,1,0,1,0,1,0
624,2.0,3.0,3.3,0.25,5520,0,1,0,1,0,1
625,2.0,6.0,5.5,0.51,5374,1,0,0,1,0,1
626,1.0,3.0,5.9,0.38,5312,0,1,0,1,0,1
627,1.0,2.0,5.9,0.0,5395,0,1,1,0,1,0
628,2.0,7.0,8.8,0.8,5349,1,0,0,1,0,1
629,2.0,4.0,5.7,0.36,5249,1,0,1,0,0,1
630,3.0,4.0,4.3,0.38,5602,0,1,1,0,0,1
631,1.0,4.0,6.2,0.41,5495,0,1,1,0,1,0
632,3.0,5.0,7.1,0.64,5442,1,0,1,0,1,0
633,2.0,5.0,3.7,0.3,5327,0,1,1,0,0,1
634,3.0,6.0,5.7,0.44,5362,1,0,0,1,1,0
635,1.0,1.0,3.6,0.15,5345,1,0,0,1,0,1
636,4.0,8.0,7.5,0.71,5363,1,0,1,0,0,1
637,2.0,5.0,6.8,0.54,5609,1,0,0,1,0,1
638,2.0,3.0,5.7,0.44,5597,0,1,1,0,0,1
639,1.0,2.0,0.7,0.0,5462,1,0,1,0,0,1
640,1.0,4.0,5.9,0.46,5391,0,1,1,0,0,1
641,1.0,2.0,2.9,0.15,5547,0,1,1,0,0,1
642,2.0,4.0,2.9,0.22,5467,0,1,0,1,1,0
643,1.0,4.0,1.3,0.06,5328,1,0,0,1,1,0
644,3.0,5.0,5.9,0.55,5573,1,0,0,1,0,1
645,3.0,7.0,7.5,0.77,5342,0,1,1,0,0,1
646,2.0,3.0,6.3,0.48,5449,1,0,0,1,0,1
648,2.0,4.0,5.6,0.43,5549,0,1,1,0,0,1
649,2.0,4.0,2.8,0.11,5305,0,1,0,1,0,1
650,2.0,6.0,7.5,0.76,5317,0,1,0,1,0,1
651,1.0,1.0,5.1,0.29,5291,1,0,0,1,0,1
652,4.0,7.0,6.4,0.63,5383,0,1,0,1,0,1
653,3.0,7.0,7.1,0.58,5464,0,1,1,0,0,1
654,2.0,5.0,5.8,0.48,5274,0,1,1,0,1,0
655,0.0,1.0,3.4,0.18,5476,0,1,0,1,0,1
656,3.0,5.0,7.3,0.6,5262,1,0,0,1,1,0
657,1.0,2.0,4.4,0.24,5342,0,1,0,1,1,0
658,2.0,4.0,4.3,0.35,5275,0,1,1,0,0,1
659,1.0,3.0,4.8,0.39,5366,1,0,0,1,0,1
660,2.0,6.0,5.9,0.53,5439,1,0,0,1,0,1
661,2.0,3.0,4.4,0.34,5411,0,1,1,0,0,1
662,2.0,4.0,6.4,0.54,5273,1,0,0,1,1,0
663,1.0,4.0,5.4,0.41,5564,0,1,1,0,1,0
664,2.0,4.0,5.3,0.44,5329,1,0,1,0,0,1
665,0.0,1.0,2.1,0.12,5511,0,1,1,0,0,1
666,3.0,5.0,6.7,0.45,5269,0,1,1,0,0,1
667,2.0,5.0,4.3,0.36,5406,1,0,0,1,0,1
668,0.0,1.0,0.2,0.0,5283,1,0,0,1,0,1
669,2.0,3.0,4.0,0.31,5511,0,1,0,1,0,1
670,3.0,8.0,9.5,0.93,5343,1,0,1,0,0,1
671,2.0,3.0,2.8,0.15,5546,0,1,1,0,0,1
672,0.0,1.0,0.2,0.0,5283,0,1,1,0,0,1
673,3.0,5.0,5.1,0.38,5497,1,0,1,0,1,0
674,2.0,4.0,3.8,0.31,5318,0,1,0,1,0,1
675,3.0,7.0,5.9,0.52,5357,1,0,1,0,1,0
676,1.0,2.0,5.2,0.27,5281,0,1,1,0,0,1
677,3.0,5.0,6.8,0.47,5452,0,1,0,1,1,0
679,1.0,3.0,5.5,0.35,5369,1,0,0,1,0,1
680,3.0,6.0,7.0,0.69,5592,1,0,0,1,1,0
681,2.0,5.0,5.9,0.52,5402,0,1,1,0,1,0
682,4.0,8.0,8.1,0.69,5315,0,1,0,1,0,1
683,2.0,4.0,5.0,0.38,5510,0,1,0,1,0,1
684,2.0,4.0,7.2,0.57,5533,1,0,0,1,1,0
685,2.0,5.0,7.7,0.58,5511,0,1,0,1,0,1
686,0.0,1.0,2.6,0.09,5256,0,1,1,0,0,1
687,2.0,4.0,6.0,0.46,5556,0,1,1,0,0,1
688,0.0,1.0,3.2,0.12,5548,0,1,1,0,0,1
689,3.0,7.0,8.1,0.75,5336,1,0,0,1,0,1
690,1.0,4.0,5.5,0.47,5395,0,1,1,0,0,1
691,2.0,3.0,1.2,0.05,5481,0,1,1,0,1,0
692,3.0,7.0,7.6,0.79,5513,1,0,0,1,0,1
693,3.0,5.0,7.4,0.63,5596,0,1,0,1,0,1
694,3.0,5.0,5.4,0.42,5501,0,1,0,1,0,1
695,1.0,3.0,5.5,0.46,5320,0,1,0,1,0,1
696,2.0,4.0,5.9,0.62,5437,0,1,1,0,0,1
697,2.0,4.0,6.1,0.5,5545,0,1,0,1,0,1
698,2.0,3.0,5.6,0.32,5413,0,1,0,1,1,0
700,1.0,4.0,4.5,0.35,5504,0,1,1,0,0,1
701,4.0,6.0,6.5,0.49,5496,1,0,0,1,1,0
702,0.0,2.0,2.6,0.16,5383,0,1,1,0,0,1
703,2.0,3.0,3.7,0.29,5399,0,1,1,0,0,1
704,2.0,4.0,4.8,0.36,5501,0,1,1,0,0,1
706,2.0,3.0,4.2,0.22,5424,0,1,1,0,0,1
707,2.0,4.0,3.3,0.11,5528,1,0,1,0,0,1
708,3.0,6.0,7.9,0.62,5336,1,0,1,0,0,1
709,2.0,5.0,7.2,0.53,5573,1,0,1,0,0,1
710,2.0,6.0,6.4,0.55,5370,0,1,1,0,1,0
711,0.0,1.0,3.8,0.2,5394,0,1,0,1,1,0
712,1.0,1.0,4.9,0.27,5275,1,0,1,0,0,1
713,2.0,3.0,6.0,0.42,5323,1,0,1,0,0,1
714,3.0,4.0,6.7,0.46,5605,0,1,1,0,1,0
715,1.0,4.0,6.1,0.56,5426,1,0,1,0,0,1
716,3.0,6.0,7.2,0.59,5257,1,0,1,0,1,0
717,4.0,8.0,5.9,0.75,5410,1,0,0,1,0,1
718,3.0,4.0,5.7,0.38,5455,0,1,1,0,1,0
719,2.0,4.0,6.8,0.48,5531,0,1,0,1,0,1
720,1.0,2.0,5.1,0.37,5494,0,1,1,0,1,0
721,4.0,9.0,9.8,0.98,5409,1,0,0,1,0,1
722,4.0,6.0,8.3,0.66,5283,1,0,0,1,0,1
723,1.0,1.0,3.3,0.2,5397,0,1,0,1,0,1
724,4.0,7.0,7.8,0.64,5373,0,1,0,1,0,1
725,2.0,5.0,8.1,0.62,5418,0,1,1,0,0,1
726,2.0,4.0,3.2,0.27,5450,1,0,0,1,1,0
727,2.0,6.0,6.9,0.51,5251,0,1,0,1,0,1
728,2.0,6.0,8.3,0.74,5283,0,1,0,1,1,0
729,4.0,9.0,9.3,1.0,5463,1,0,1,0,0,1
730,2.0,5.0,7.1,0.52,5471,0,1,0,1,1,0
731,1.0,4.0,6.0,0.47,5296,1,0,0,1,0,1
732,1.0,2.0,5.9,0.48,5341,0,1,1,0,0,1
733,4.0,8.0,7.4,0.71,5253,0,1,0,1,0,1
734,1.0,4.0,4.6,0.36,5423,1,0,0,1,0,1
735,4.0,7.0,6.6,0.56,5295,1,0,1,0,0,1
736,3.0,6.0,5.4,0.43,5473,1,0,0,1,0,1
737,4.0,6.0,8.4,0.65,5403,1,0,1,0,0,1
738,4.0,8.0,7.5,0.67,5542,1,0,1,0,1,0
739,4.0,8.0,8.5,0.91,5298,1,0,0,1,1,0
740,3.0,5.0,5.4,0.5,5442,1,0,0,1,1,0
741,2.0,4.0,5.4,0.36,5554,1,0,0,1,1,0
742,0.0,2.0,3.7,0.22,5374,0,1,1,0,1,0
743,3.0,4.0,6.3,0.5,5425,0,1,0,1,0,1
744,3.0,4.0,6.3,0.46,5353,1,0,1,0,0,1
745,2.0,5.0,7.0,0.54,5342,0,1,0,1,1,0
746,1.0,2.0,5.0,0.31,5353,0,1,0,1,0,1
747,3.0,8.0,8.3,0.71,5482,1,0,1,0,0,1
748,3.0,5.0,6.6,0.51,5611,1,0,0,1,0,1
749,2.0,3.0,4.7,0.29,5259,1,0,0,1,1,0
750,2.0,3.0,2.8,0.19,5515,0,1,0,1,0,1
751,2.0,2.0,1.6,0.1,5289,1,0,1,0,1,0
752,2.0,4.0,6.6,0.44,5419,1,0,0,1,0,1
753,3.0,7.0,8.2,0.82,5353,1,0,0,1,1,0
754,2.0,5.0,5.9,0.4,5472,1,0,0,1,0,1
755,2.0,4.0,6.3,0.46,5259,0,1,0,1,0,1
758,1.0,1.0,0.0,0.0,5323,0,1,0,1,1,0
759,3.0,4.0,5.9,0.49,5271,0,1,1,0,0,1
760,4.0,7.0,7.8,0.71,5252,0,1,0,1,0,1
761,2.0,3.0,4.8,0.38,5291,0,1,0,1,0,1
762,2.0,5.0,6.3,0.55,5370,1,0,1,0,0,1
763,1.0,3.0,5.9,0.38,5357,0,1,1,0,0,1
764,4.0,9.0,9.1,0.73,5489,0,1,1,0,0,1
765,3.0,5.0,6.5,0.51,5309,0,1,1,0,0,1
766,2.0,4.0,5.2,0.42,5451,0,1,0,1,1,0
767,1.0,3.0,4.4,0.25,5418,0,1,1,0,1,0
768,2.0,4.0,5.0,0.41,5547,1,0,0,1,0,1
769,2.0,5.0,6.7,0.6,5548,1,0,1,0,0,1
770,0.0,1.0,3.6,0.17,5563,0,1,1,0,0,1
771,1.0,1.0,5.9,0.28,5322,1,0,1,0,1,0
772,1.0,4.0,5.6,0.35,5506,1,0,1,0,1,0
773,3.0,5.0,5.1,0.35,5509,0,1,1,0,0,1
774,4.0,8.0,8.7,0.77,5259,1,0,1,0,1,0
775,1.0,2.0,4.2,0.25,5477,0,1,1,0,1,0
776,1.0,3.0,5.9,0.41,5260,0,1,1,0,0,1
777,2.0,5.0,6.3,0.56,5409,1,0,0,1,0,1
778,4.0,7.0,5.9,0.62,5521,0,1,0,1,0,1
779,4.0,8.0,5.9,0.88,5473,1,0,0,1,0,1
780,1.0,2.0,2.1,0.16,5429,0,1,0,1,0,1
781,2.0,4.0,4.1,0.33,5318,0,1,1,0,0,1
782,3.0,5.0,5.9,0.57,5398,1,0,1,0,1,0
783,3.0,6.0,7.3,0.57,5404,0,1,1,0,0,1
784,1.0,2.0,5.9,0.27,5403,0,1,1,0,0,1
785,1.0,4.0,5.2,0.3,5369,0,1,1,0,0,1
786,1.0,4.0,4.4,0.39,5334,0,1,1,0,0,1
787,3.0,7.0,5.9,0.72,5573,0,1,0,1,0,1
788,2.0,5.0,7.1,0.53,5474,1,0,0,1,1,0
789,2.0,6.0,7.0,0.68,5357,1,0,1,0,0,1
790,2.0,4.0,8.0,0.6,5369,1,0,0,1,0,1
791,0.0,1.0,2.6,0.2,5458,1,0,1,0,0,1
792,0.0,2.0,2.8,0.19,5348,0,1,0,1,0,1
793,4.0,8.0,7.8,0.7,5380,1,0,1,0,1,0
794,2.0,4.0,5.0,0.47,5249,0,1,0,1,0,1
795,2.0,4.0,7.4,0.61,5395,0,1,0,1,1,0
796,3.0,5.0,6.4,0.59,5494,1,0,1,0,1,0
797,5.0,9.0,7.8,0.79,5424,0,1,1,0,1,0
798,0.0,2.0,5.9,0.18,5335,0,1,1,0,0,1
799,0.0,1.0,1.0,0.09,5373,0,1,0,1,1,0
800,3.0,6.0,4.3,0.36,5293,1,0,1,0,0,1
801,0.0,1.0,2.7,0.14,5563,1,0,1,0,0,1
802,1.0,2.0,0.0,0.0,5596,0,1,0,1,1,0
803,3.0,8.0,9.2,0.81,5564,1,0,0,1,1,0
804,4.0,8.0,7.5,0.7,5283,1,0,1,0,1,0
805,2.0,4.0,4.8,0.35,5389,0,1,0,1,0,1
806,0.0,1.0,3.9,0.26,5594,0,1,0,1,1,0
807,2.0,3.0,5.2,0.37,5313,0,1,0,1,0,1
808,1.0,2.0,5.2,0.36,5588,1,0,1,0,0,1
809,2.0,4.0,4.8,0.41,5381,1,0,0,1,0,1
811,3.0,7.0,6.5,0.54,5565,1,0,1,0,0,1
812,2.0,2.0,2.9,0.22,5253,0,1,0,1,0,1
813,2.0,4.0,5.9,0.33,5296,0,1,1,0,0,1
814,1.0,3.0,5.4,0.31,5485,0,1,0,1,1,0
815,2.0,4.0,4.7,0.39,5526,0,1,0,1,0,1
816,0.0,1.0,5.9,0.06,5480,0,1,0,1,0,1
817,3.0,6.0,6.2,0.54,5541,1,0,0,1,1,0
818,3.0,7.0,6.2,0.57,5463,0,1,1,0,0,1
819,1.0,2.0,4.1,0.31,5288,0,1,1,0,0,1
820,2.0,4.0,7.2,0.55,5612,0,1,0,1,1,0
821,2.0,4.0,5.9,0.27,5537,0,1,1,0,0,1
822,2.0,3.0,6.4,0.47,5495,0,1,0,1,0,1
823,3.0,6.0,7.0,0.55,5491,0,1,0,1,0,1
824,2.0,5.0,7.0,0.56,5424,1,0,1,0,0,1
825,2.0,4.0,4.3,0.35,5359,1,0,1,0,0,1
826,4.0,8.0,7.3,0.64,5568,1,0,0,1,0,1
827,4.0,6.0,5.3,0.49,5264,0,1,1,0,0,1
828,2.0,4.0,5.9,0.46,5451,0,1,1,0,1,0
829,0.0,2.0,2.2,0.15,5482,1,0,1,0,0,1
831,4.0,6.0,7.2,0.64,5280,1,0,1,0,1,0
832,1.0,2.0,4.5,0.23,5503,0,1,0,1,1,0
833,1.0,2.0,3.4,0.14,5614,1,0,0,1,0,1
834,2.0,4.0,3.6,0.28,5408,1,0,0,1,1,0
835,3.0,7.0,7.8,0.61,5455,1,0,0,1,1,0
836,1.0,3.0,4.9,0.32,5294,0,1,0,1,0,1
837,3.0,5.0,8.4,0.67,5302,1,0,0,1,0,1
838,3.0,7.0,7.4,0.54,5318,1,0,1,0,1,0
839,3.0,7.0,5.9,0.77,5560,1,0,0,1,0,1
840,3.0,5.0,7.3,0.55,5536,1,0,0,1,1,0
841,3.0,7.0,8.8,0.83,5517,0,1,1,0,0,1
842,3.0,6.0,7.1,0.69,5408,1,0,0,1,0,1
843,2.0,4.0,7.4,0.68,5565,1,0,1,0,1,0
844,2.0,5.0,8.0,0.6,5395,1,0,1,0,1,0
845,1.0,3.0,5.1,0.46,5492,0,1,0,1,0,1
846,1.0,2.0,4.0,0.32,5427,0,1,1,0,0,1
847,1.0,3.0,5.7,0.44,5602,0,1,0,1,1,0
848,1.0,2.0,4.8,0.25,5306,0,1,1,0,0,1
850,3.0,6.0,8.0,0.6,5461,1,0,0,1,1,0
851,2.0,3.0,5.5,0.4,5345,0,1,1,0,0,1
852,2.0,5.0,5.8,0.51,5339,1,0,0,1,1,0
854,3.0,5.0,6.9,0.67,5321,1,0,0,1,0,1
855,1.0,3.0,5.9,0.45,5561,1,0,0,1,0,1
856,1.0,3.0,3.7,0.31,5437,1,0,1,0,1,0
857,1.0,3.0,5.9,0.38,5501,0,1,1,0,0,1
858,3.0,6.0,9.3,0.81,5527,1,0,1,0,0,1
859,3.0,8.0,7.7,0.79,5310,1,0,1,0,0,1
860,1.0,2.0,5.6,0.4,5372,1,0,1,0,0,1
861,2.0,4.0,4.5,0.39,5415,1,0,0,1,0,1
862,1.0,1.0,3.6,0.22,5437,0,1,1,0,1,0
863,1.0,3.0,6.0,0.4,5368,0,1,1,0,1,0
864,2.0,3.0,5.9,0.22,5343,1,0,1,0,0,1
865,1.0,2.0,2.0,0.04,5523,0,1,0,1,0,1
866,0.0,1.0,0.0,0.0,5558,0,1,0,1,0,1
867,2.0,6.0,7.1,0.62,5362,1,0,0,1,0,1
868,1.0,5.0,5.7,0.51,5579,1,0,1,0,0,1
869,2.0,3.0,2.5,0.2,5419,0,1,0,1,0,1
870,1.0,4.0,6.9,0.47,5273,1,0,0,1,0,1
871,2.0,3.0,4.4,0.21,5455,1,0,1,0,0,1
872,3.0,6.0,6.3,0.46,5275,0,1,0,1,0,1
873,2.0,3.0,6.5,0.45,5442,0,1,0,1,1,0
874,4.0,7.0,5.9,0.56,5418,0,1,1,0,0,1
875,3.0,7.0,7.7,0.72,5265,1,0,0,1,0,1
876,2.0,4.0,6.4,0.41,5539,0,1,1,0,1,0
877,2.0,4.0,6.5,0.44,5611,0,1,0,1,0,1
